table,original_column,Content,header,column_text,medium_label,long_label,translated_column,column_for_analysis
VBAP,PROVG,Fee Group,Com,Comm. Group,Commission Group,Fee Group,Loading...,none
VBAP,PRSOK,Pricing OK,OK,Pricing,Pricing,Pricing,Loading...,none
VBAP,PRS_OBJNR,Engagement Management: Object Number,Engagement Management: Object Number,EnMg:ObjNr,Eng. Management: Object Number,Engagement Management: Object Number,Loading...,none
VBAP,PRS_SD_SPSNR,Standard WBS element for project initiation by sales and distribution,Standard WBS Elements,St. WBS element,Standard WBS Elements,Standard WBS Elements,Loading...,none
VBAP,PRS_WORK_PERIOD,Work period (internal display),Work period,Work period,Work period,Work period,Loading...,none
VBAP,PR_F_F,Profile for comparing old and new JIT delivery schedules,Comparison of old and new JIT delivery schedules,JIT Comparison,JIT Delivery Schedule Comparison,JIT Delivery Schedule Comparison,Loading...,none
VBAP,PR_F_L,Comparison Profile for JIT Delivery Schedules and Forecast Delivery Schedules,Comparing JIT Delivery Schedules with Forecast Delivery Schedules,JIT-Frcst,JITDS-FcstDS comparison,JITDS-FrcstDS comparison,Loading...,none
VBAP,PR_L_L,Profile for comparing old and new planned delivery schedules,Comparison of old and new planned delivery schedules,Scheduled Delivery,Planned delivery schedule comparison,Comparison of old and new planned delivery schedules,Loading...,none
VBAP,PSTYV,Item Category (Sales Document),Ming,Details Cat.,Item Category,Item Category,Loading...,none
VBAP,PS_PSP_PNR,WBS element,WBS element,WBS element,WBS element,WBS element,Loading...,none
VBAP,REASON_CODE,Reason for change in scheduled shipment quantity,Reason for change in scheduled shipment quantity,reason,Reason for change,Reason for change in scheduled shipment quantity,Loading...,none
VBAP,REQQTY_BU,Order quantity (base unit),Order quantity,Request SO Qty,Order quantity,Order quantity,Loading...,none
VBAP,REVFP,Rules for transferring availability check results,AR,Av.ch.rule,AvailCheck rule,Availability Check Rule,Loading...,none
VBAP,RFGSA,All Reference Status (Item),RS,All references Sts,All references Sts,All Reference Status,Loading...,none
VBAP,RFM_PSST_GROUP,PSST Group,PSST Group,PSST Group,PSST Group,PSST Group,Loading...,none
VBAP,RFM_PSST_RULE,PSST Grouping Rules,PSST Grouping Rules,PSST GR,PSST Grouping Rules,PSST Grouping Rules,Loading...,none
VBAP,RFM_SCC_INDICATOR,Seasonal Integrity Classification,Seasonal Integrity Classification,Sea.Co Division,Seasonal Integrity Classification,Seasonal Integrity Classification,Loading...,none
VBAP,RFSTA,Reference Status (Item),RS,Reference Status,Reference Status,Reference Status,Loading...,none
VBAP,RKFKF,How to invoice a CO/PPC order,BlMe.,How to claim,Billing Method CO/PPC,Billing Method CO/PPC,Loading...,none
VBAP,ROUTE,Transportation Route,route,Transportation Route,Transportation Route,Transportation Route,Loading...,none
VBAP,SDSSTA,Safety Data Sheet Status (Details),Safety Data Sheet S,Safety Data Sheet,Safety Data Sheet Status,Safety Data Sheet Status,Loading...,none
VBAP,SERAIL,Serial Number Profile,Profile.,Profile,Serial Number Prf,Serial Number Profile,Loading...,none
VBAP,SERNR,BOM Explosion Number,Deployment number,BOM Expansion No.,BOM Explosion Number,BOM Explosion Number,Loading...,none
VBAP,SERVICE_DOC_ID,Service document ID,Service Voucher,Servc. voucher,Service Voucher,Service Voucher,Loading...,none
VBAP,SERVICE_DOC_ITEM_ID,Service document item ID,Service document details,Sv slip details,Service document details,Service document details,Loading...,none
VBAP,SERVICE_DOC_TYPE,Service Document Types,Service Document Types,SrvDocType,Service Document Types,Service Document Types,Loading...,none
VBAP,SESSION_CREATION_DATE,Record entry session date,Session Registration Date,date,Session Registration Date,Session Registration Date,Loading...,none
VBAP,SESSION_CREATION_TIME,Record submission session time,Session registration time,time,Session registration time,Session registration time,Loading...,none
VBAP,SGT_RCAT,Requirement Segment,Requirement Segment,Requirement Seg.,Requirement Segment,Requirement Segment,Loading...,none
VBAP,SHKZG,Return Details,Ret,Returns,Returns,Returns,Loading...,none
VBAP,SKOPF,Assortment Module,module,module,module,module,Loading...,none
VBAP,SKTOF,Cash Discount Flag,CDc,Cash discount,Cash discount,Cash discount,Loading...,none
VBAP,SLCST,Watch List Screening Status (Details),WLS Status,WLS Status,WLS Status,Watch List Screening Status,Loading...,none
VBAP,SLOCTYPE,First inventory location type,Location Type,Location Type,Location Type,Location Type,Loading...,none
VBAP,SMENG,Scale quantities in base unit of measure,Scale quantity,Scale Quantity,Scale quantity,Scale quantity,Loading...,none
VBAP,SOBKZ,Special Stock Indicator,S,Special Stock,Special Stock,Special Stock,Loading...,none
VBAP,SOLUTION_ORDER_ID,Solution Order,Solution Order,Soln Order,Solution Order,Solution Order,Loading...,none
VBAP,SOLUTION_ORDER_ITM_ID,Solution Order Details,Solution Order Details,SolnOrdItm,Solution Order Details,Solution Order Details,Loading...,none
VBAP,SPART,Product Category,Department,Product Category,Product Category,Product Category,Loading...,none
VBAP,SPART_ANA,Product Category,Department,Product Category,Product Category,Product Category,Loading...,none
VBAP,SPOSN,BOM Item Number,Item,detail,detail,Item number,Loading...,none
VBAP,STADAT,Statistics Date,Statistics Date,Statistics Date,Statistics Date,Statistics Date,Loading...,none
VBAP,STAFF,Update Group for Update Statistics,Update GP,Update Group,Update Group,Update Group (Statistics),Loading...,none
VBAP,STCUR,Statistical Exchange Rates,exchange rate,exchange rate,Exchange Rate Stats,Exchange Rate Status,Loading...,none
VBAP,STDAT,Bill of material key date,BOM Key Date,BOM Key Date,BOM Key Date,BOM Key Date,Loading...,none
VBAP,STKEY,Original bill of materials/recipes,OrBOM,Original BOM,Original BOM,Original BOM,Loading...,none
VBAP,STLKN,BOM Item Node Number,node,node,Detail Node,Detail Node,Loading...,none
VBAP,STLNR,Parts list/recipes,BOM,BOM,BOM,Parts list/recipes,Loading...,none
VBAP,STLTY,BOM Category,BOMCat,BOM Cat,BOM Category,BOM Category,Loading...,none
VBAP,STMAN,Inconsistent System Settings,,Inconsistent Settings,Inconsistent Settings,Inconsistent System Settings,Loading...,none
VBAP,STOCKLOC,First inventory location,First inventory location,Location,Location,Location,Loading...,none
VBAP,STPOS,Bill of material/recipe line number VBAP is not used,Bill of material/recipe list item number,BOM Item No.,BOM Item Number,Bill of material/recipe list item number,Loading...,none
VBAP,STPOZ,Internal Counter,counter,counter,counter,counter,Loading...,none
VBAP,SUGRD,Item Substitution Reason,reason,reason,reason,Reasons for substitution,Loading...,none
VBAP,SUMBD,Total requirement,total,Total Requirement,Total Requirement,Total Requirement,Loading...,none
VBAP,TAXM1,Item Tax Classification,Tax,Tax Classification,Tax Classification,Tax Classification,Loading...,none
VBAP,TAXM2,Item Tax Classification,Tax,Tax Classification,Tax Classification,Tax Classification,Loading...,none
VBAP,TAXM3,Item Tax Classification,Tax,Tax Classification,Tax Classification,Tax Classification,Loading...,none
VBAP,TAXM4,Item Tax Classification,Tax,Tax Classification,Tax Classification,Tax Classification,Loading...,none
VBAP,TAXM5,Item Tax Classification,Tax,Tax Classification,Tax Classification,Tax Classification,Loading...,none
VBAP,TAXM6,Item Tax Classification,Tax,Tax Classification,Tax Classification,Tax Classification,Loading...,none
VBAP,TAXM7,Item Tax Classification,Tax,Tax Classification,Tax Classification,Tax Classification,Loading...,none
VBAP,TAXM8,Item Tax Classification,Tax,Tax Classification,Tax Classification,Tax Classification,Loading...,none
VBAP,TAXM9,Item Tax Classification,Tax,Tax Classification,Tax Classification,Tax Classification,Loading...,none
VBAP,TECHS,Parameter variants/Standard variants,Standard Variant,StdVariant,Standard variant,Standard variant,Loading...,none
VBAP,TOTAL_LCCST,Legal Management Status,Legal Management Status,Legal Management,Legal Management Status,Legal Management Status,Loading...,none
VBAP,TRANSIT_PLANT,Transportation Plant,Transportation Plant,Transportation Plant,Transportation Plant,Transportation Plant,Loading...,none
VBAP,TRMRISK_RELEVANT,Risk relevance of sales management,Risk Rel.,Risk Rel.,Risk Association,Risk Association,Loading...,none
VBAP,UEBTK,No limit on overdeliveries allowed,U,Unlimited,Limit Unacceptable Range,Limit Unacceptable Range,Loading...,none
VBAP,UEBTO,Overdelivery Tolerance,Overdelivery allowance,Over. Tol.,Overdelivery allowance,Overdelivery Tolerance,Loading...,none
VBAP,UEPOS,High-level items in the BOM structure,Top Ming,Top Details,Higher Level Details,Higher Level Details,Loading...,none
VBAP,UEPVW,Higher Level Item Usage ID,,Us.HLitem,Usage of the higher level item,Usage of the higher level item,Loading...,none
VBAP,UKONM,Main Line Item Pricing Group,Main Item MPG,Main Item MPG,MnItem MatPrcGr,Main Line Item Price Grp,Loading...,none
VBAP,UMREF,Conversion factor: Quantity,conversion,conversion,conversion,conversion,Loading...,none
VBAP,UMVKN,The denominator (divisor) used to convert sales quantity to inventory units,denominator,denominator,denominator,denominator,Loading...,none
VBAP,UMVKZ,Numerator of the conversion factor from sales unit to base unit,molecule,molecule,molecule,molecule,Loading...,none
VBAP,UMZIN,Conversion factor of sales unit to base unit (target quantity),Conversion factor,Conversion factor,Conversion factor,Conversion factor,Loading...,none
VBAP,UMZIZ,Conversion factor of sales unit to base unit (target quantity),Conversion factor,Conversion factor,Conversion factor,Conversion factor,Loading...,none
VBAP,UNTTO,Underdelivery Tolerance,Under.Tol.,Under.Tol.,Shortage allowance,Underdelivery Tolerance,Loading...,none
VBAP,UPFLU,Update indicator for sales document flow,U,Flow Update,Document flow update,Document flow update,Loading...,none
VBAP,UPMAT,Pricing Reference Item for the Primary Line,Main Line Price Reference Item,Main Item PRM,Main Detail PrRefMatl,Main Line Price Reference Item,Loading...,none
VBAP,UVALL,Incomplete Status (Item),I,detail,detail,detail,Loading...,none
VBAP,UVFAK,Incomplete Billing Status (Item),BI,billing statement,billing statement,billing statement,Loading...,none
VBAP,UVP01,Customer Reserve 1: Item Status,IR1,Details Res1,Detail Reserve 1,Detail Reserve 1,Loading...,none
VBAP,UVP02,Customer Reserve 2: Item Status,IR2,Details Res2,Detail Reserve 2,Detail Reserve 2,Loading...,none
VBAP,UVP03,Customer Reserve 3: Item Status,IR3,Details Res3,Detail Reserve 3,Detail Reserve 3,Loading...,none
VBAP,UVP04,Customer Reserve 4: Item Status,IR4,Details Res4,Detail Reserve 4,Detail Reserve 4,Loading...,none
VBAP,UVP05,Customer Reserve 5: Item Status,IR5,Details Res5,Detail Reserve 5,Detail Reserve 5,Loading...,none
VBAP,UVPRS,Pricing Incomplete Status (Item),PI,Prcg Details,Pricing - Details,Pricing - Details,Loading...,none
VBAP,UVVLK,Incomplete status of the delivery (item),DI,Shipping Details,Shipment - Line,Shipment - Line,Loading...,none
VBAP,VBEAF,Fixed shipping processing days,FxdPrT,Fixed Processing Date,Fixed processing days,Fixed shipping processing days,Loading...,none
VBAP,VBEAV,Variable shipping processing times,VaPrTi,Variable Processing Date,Variable processing days,Variable shipping processing times,Loading...,none
VBAP,VBELN,Sales slip,Sales slip,Sales slip,Sales slip,Sales slip,Loading...,none
VBAP,VBELV,Starting document,Starting document,Starting document,Starting document,Starting document,Loading...,none
VBAP,VBKD_POSNR,Sales document details,detail,detail,Sales document details,Sales document details,Loading...,none
VBAP,VBTYP_ANA,Sales and Distribution Document Category,InvoiceCateg.,InvoiceCateg.,Document Category,Sales and Distribution Document Category,Loading...,none
VBAP,VDATU_ANA,Specified delivery date,Specified delivery date,Specified delivery date,Specified delivery date,Specified delivery date,Loading...,none
VBAP,VEDA_POSNR,Sales document details,detail,detail,Sales document details,Sales document details,Loading...,none
VBAP,VGBEL,Reference Document Number,Reference Document,Reference Document,Reference Document,Reference Document,Loading...,none
VBAP,VGPOS,Reference Line Number,Reference,Reference Line,Reference Line,Reference Line,Loading...,none
VBAP,VGREF,The previous document has been registered as a reference.,Predecessor document generated from reference,Reference document,Previous document by reference,Predecessor document generated from reference,Loading...,none
VBAP,VGTYP,Document category of the preceding SD document,PrCat,SD slip Cat,Advance document Categ.,Leading Document Category,Loading...,none
VBAP,VKAUS,Use classification,Applications,Applications,Applications,Applications,Loading...,none
VBAP,VKBUR_ANA,Sales Office,SOff.,Sales Office,Sales Office,Sales Office,Loading...,none
VBAP,VKGRP_ANA,Sales Group,SGrp,Sales Group,Sales Group,Sales Group,Loading...,none
VBAP,VKGRU,Repair Processing: Classification of Items,Repair Processing: Classification of Items,Classification of items,Classification of items,Repair: Classification of items,Loading...,none
VBAP,VKORG_ANA,Sales organization,Sales group,Sales organization,Sales organization,Sales organization,Loading...,none
VBAP,VLCENDCU,End Customer (Central Customer),Final Customer,Final Customer,Final Customer,Final Customer,Loading...,none
VBAP,VOLH,Volume Unit,VUn,Volume Unit,Volume Unit,Volume Unit,Loading...,none
VBAP,VOLUM,Total quantity of the line,Total Quantity,Total Quantity,Total Quantity,Total Quantity,Loading...,none
VBAP,VOREF,Reference complete division,Completed,Full Reference,Full Reference,Full Reference,Loading...,none
VBAP,VPMAT,Planning Items,Planning Items,Planning Items,Planning Items,Planning Items,Loading...,none
VBAP,VPWRK,Planning Plant,PPlt,Plan,Planning Plant,Planning Plant,Loading...,none
VBAP,VPZUO,Allocation Class,allocation,Allocation Class,Allocation Class,Allocation Class,Loading...,none
VBAP,VRKME,Sales unit,S.U.,Sales unit,Sales unit,Sales unit,Loading...,none
VBAP,VSART_ANA,Shipment Type,ST,Shipment Type,Shipment Type,Shipment Type,Loading...,none
VBAP,VSBED_ANA,Shipping Terms,SC,Shipping Terms,Shipping Terms,Shipping Terms,Loading...,none
VBAP,VSTEL,Shipping point/receiving point,Out,Shipping Point,Shipping Point,Shipping point/receiving point,Loading...,none
VBAP,VTWEG_ANA,Distribution Channels,Flow,Distribution Chan.,Distribution Channels,Distribution Channels,Loading...,none
VBAP,WAERK,Sales document currency,currency,currency,Document Currency,Document Currency,Loading...,none
VBAP,WAVWR,Cost in document currency,Cost,Cost,Cost,Cost,Loading...,none
VBAP,WBSTA,Goods Movement Status (Item),GM,Inventory Movement,Inventory Transfer Status,Inventory Movement Status,Loading...,none
VBAP,WERKS,Plant (own or external),Plnt,plant,plant,plant,Loading...,none
VBAP,WGRU1,Item Group Hierarchy 1,MH1,Item Gr.1,Item Group 1,Item Group 1,Loading...,none
VBAP,WGRU2,Item Group Hierarchy 2,MH2,Item Group 2,Item Group 2,Item Group 2,Loading...,none
VBAP,WKTNR,Amount Contract Number,Amount Contract Number,Amount Contract No.,Amount Contract Number,Amount Contract Number,Loading...,none
VBAP,WKTPS,Value Contract Item,VC Details,VC Details,Value Contract Item,Value Contract Item,Loading...,none
VBAP,WRF_CHARSTC1,Attribute value 1,Attribute value 1,Property 1,Property 1,Attribute value 1,Loading...,none
VBAP,WRF_CHARSTC2,Attribute value 2,Attribute value 2,Property 2,Property 2,Attribute value 2,Loading...,none
VBAP,WRF_CHARSTC3,Attribute value 3,Attribute value 3,Property 3,Property 3,Attribute value 3,Loading...,none
VBAP,WTYSC_CLMITEM,Invoice Item Number,billing statement,Clm Details,Invoice Item Number,Invoice Item Number,Loading...,none
VBAP,XCHAR,Batch management indicator (internal),B,Lot Management,Lot management category,Lot Management,Loading...,none
VBAP,XCHPF,Lot management required category,BMR,Lot Management,Lot management category,Lot Management,Loading...,none
VBAP,ZIEME,Target quantity UoM,UoM,Target Unit,Target quantity UoM,Target quantity UoM,Loading...,none
VBAP,ZMENG,Target quantity (sales unit),Target quantity,Target quantity,Target quantity,Target quantity,Loading...,none
VBAP,ZSCHL_K,Overhead Key,OH key,Overhead Key,Overhead Key,Overhead Key,Loading...,none
VBAP,ZWERT,Purchase agreement target amount (document currency),Target Amount,Target Amount,Target Amount,Purchasing contract target amount,Loading...,none
